scenario_id,rep,true_effect,naive_effect,naive_se,naive_ci_lower,naive_ci_upper,naive_success,maic_success,stc_effect,stc_success,iow_success
1,0,0.15,-0.06945002007226009,0.09945712041258492,-0.2643859760809265,0.12548593593640636,True,False,-0.06741640697078528,False,False
1,1,0.15,0.2707070707070707,0.09683281584813627,0.08091475164472359,0.46049938976941773,True,False,0.23303092689596214,False,False
1,2,0.15,0.21528611444577828,0.09586056294296727,0.02739941107756244,0.4031728178139941,True,False,0.18024790704651353,False,False
1,3,0.15,0.13999999999999999,0.0905763856236992,-0.03752971582245043,0.3175297158224504,True,False,0.08209333570117518,False,False
1,4,0.15,0.17575757575757578,0.09734774790429704,-0.015044010134846408,0.36655916164999797,True,False,0.1525962787926006,False,False
2,0,0.15,0.15411973918197985,0.042633292675832525,0.0705584855373481,0.2376809928266116,True,False,0.16218782584284208,False,False
2,1,0.15,0.17014404754214846,0.04242355857743426,0.08699387273037731,0.25329422235391963,True,False,0.16223912397343898,False,False
2,2,0.15,0.1410262564201027,0.042841132137271004,0.05705763743105152,0.22499487540915386,True,False,0.13261774603728008,False,False
2,3,0.15,0.20354267310789048,0.04268580448937613,0.11987849630871326,0.2872068499070677,True,False,0.1807457954991141,False,False
2,4,0.15,0.19175670268107242,0.04298641758609787,0.1075033242123206,0.2760100811498242,True,False,0.18673893387629176,False,False
3,0,0.15,-0.09072661581694097,0.09965482153533847,-0.28605006602620436,0.10459683439232242,True,False,-0.10413088817943753,False,False
3,1,0.15,0.2303030303030303,0.09800582805331047,0.03821160731854176,0.4223944532875188,True,False,0.1708197387967458,False,False
3,2,0.15,0.23729491796718682,0.0972632438141749,0.04665896009140405,0.4279308758429696,True,False,0.22058586209518352,False,False
3,3,0.15,0.12,0.0917850194526229,-0.059898638127140885,0.2998986381271409,True,False,0.05415868200448646,False,False
3,4,0.15,0.1797979797979798,0.09815146889289053,-0.01257889923208566,0.37217485882804524,True,False,0.1477228321864051,False,False
4,0,0.15,0.23516073095905027,0.05461287540967923,0.12811949515607896,0.3422019667620216,True,False,0.22826524469674137,False,False
4,1,0.15,0.2141414141414142,0.055293847899455455,0.1057654722584815,0.3225173560243469,True,False,0.2593503490638222,False,False
4,2,0.15,0.0826813655761024,0.055097548129782965,-0.025309828758272215,0.190672559910477,True,False,0.15479281078695833,False,False
4,3,0.15,0.16228956228956226,0.05591355689664898,0.052698990772130264,0.2718801338069943,True,False,0.19178871159865324,False,False
4,4,0.15,0.16079461939334555,0.05682709701406727,0.0494135092457737,0.2721757295409174,True,False,0.1091473527582223,False,False
5,0,0.15,0.1470210580380072,0.04262618151275999,0.06347374227299761,0.23056837380301676,True,False,0.08840023765306307,False,False
5,1,0.15,0.16360708534621576,0.0428083088096615,0.07970280007927923,0.24751137061315232,True,False,0.18253903570910018,False,False
5,2,0.15,0.15931454903278452,0.04357259133753958,0.07391227001120695,0.2447168280543621,True,False,0.13107388440241619,False,False
5,3,0.15,0.10228091236494596,0.04273082752575557,0.018528490414465054,0.18603333431542687,True,False,0.0698954644424196,False,False
5,4,0.15,0.14893038288612614,0.04306191554531456,0.06452902841730962,0.23333173735494267,True,False,0.11894281932842306,False,False
6,0,0.15,-0.10959454034524291,0.09917276685046701,-0.30397316337215824,0.08478408268167242,True,False,-0.11583443461322214,False,False
6,1,0.15,0.2626262626262626,0.09787039607102484,0.07080028632705393,0.45445223892547126,True,False,0.23620250714824778,False,False
6,2,0.15,0.2781112444977991,0.0966367499192835,0.08870321465600345,0.4675192743395948,True,False,0.21376794165518684,False,False
6,3,0.15,0.16000000000000003,0.09284615319583955,-0.02197846026384548,0.34197846026384554,True,False,0.08959201880493066,False,False
6,4,0.15,0.12121212121212122,0.09921639723481758,-0.07325201736812123,0.3156762597923637,True,False,0.07162122011415296,False,False
7,0,0.15,0.19514472455648924,0.05511607484204948,0.08711721786607225,0.30317223124690623,True,False,0.21349619478047818,False,False
7,1,0.15,0.23838383838383836,0.05525332779020013,0.1300873159150461,0.34668036085263065,True,False,0.31142664490430044,False,False
7,2,0.15,0.06916785206258891,0.05490556495407616,-0.03844705524740037,0.1767827593725782,True,False,0.18740886101236076,False,False
7,3,0.15,0.14410774410774413,0.056296784346427764,0.033766046788745716,0.25444944142674253,True,False,0.1445724916209533,False,False
7,4,0.15,0.1544251926417532,0.05692768800797161,0.042846924146128854,0.26600346113737755,True,False,0.09592773280048107,False,False
8,0,0.15,0.18400102722136624,0.04295059842134814,0.09981785431552388,0.2681842001272086,True,False,0.10131679800692711,False,False
8,1,0.15,0.19371980676328499,0.04330123207801157,0.10884939189038231,0.27859022163618763,True,False,0.24399985284868692,False,False
8,2,0.15,0.17541080657290514,0.04362483958390045,0.08990612098846026,0.26091549215735,True,False,0.13614277804246766,False,False
8,3,0.15,0.08283313325330133,0.04315915358309349,-0.0017588077695619153,0.16742507427616457,True,False,0.04108007626027874,False,False
8,4,0.15,0.17678682858925743,0.04320931572172257,0.0920965697746812,0.2614770874038337,True,False,0.17049322046508564,False,False
9,0,0.15,0.21608643457382953,0.05547510270318484,0.10735523327558724,0.3248176358720718,True,False,0.2600082265977782,False,False
9,1,0.15,0.22356902356902353,0.055659433254495454,0.11447653439021244,0.3326615127478346,True,False,0.2752679938040481,False,False
9,2,0.15,0.0695234708392603,0.055388116252755304,-0.03903723701614009,0.1780841786946607,True,False,0.20869744235307158,False,False
9,3,0.15,0.13804713804713803,0.05641600906355064,0.027471760282578778,0.24862251581169728,True,False,0.1658637701224226,False,False
9,4,0.15,0.1283239053939691,0.0572131677991477,0.016186096507639608,0.24046171428029858,True,False,0.10723774691773542,False,False
